日期,週次,新增確診,每週新增確診,確診總人數,不明性別,不明總數,新增男性,男性總數,確診男性率,新增女性,女性總數,確診女性率,新增軍人,敦睦總人數,軍隊率,新增境外,境外總人數,境外率,新增本土,本土總人數,本土率,新增不明,不明總人數,不明率,新增死亡,死亡總人數,死亡率,當日未知感染源數,未知感染源總數,已知感染源數,新增解除隔離,解除隔離數,解除隔離+死亡,未解除隔離數,備註,,,
03月07日 星期日,11,+2,,969,+0,58,+1,466,48.09%,+1,445,45.92%,+0,36,3.72%,+2,855,88.24%,+0,77,7.95%,+0,1,0.10%,+0,10,1.03%,+0,11,958,+0,932,942,27,,,,
03月08日 星期一,11,+7,,976,+0,58,+3,469,48.05%,+4,449,46.00%,+0,36,3.69%,+7,862,88.32%,+0,77,7.89%,+0,1,0.10%,+0,10,1.02%,+0,11,965,+0,932,942,34,,,,
03月09日 星期二,11,+1,,977,+0,58,+0,469,48.00%,+1,450,46.06%,+0,36,3.68%,+1,863,88.33%,+0,77,7.88%,+0,1,0.10%,+0,10,1.02%,+0,11,966,+0,932,942,35,,,,
03月10日 星期三,11,+1,,978,+0,58,+1,470,48.06%,+0,450,46.01%,+0,36,3.68%,+1,864,88.34%,+0,77,7.87%,+0,1,0.10%,+0,10,1.02%,+0,11,967,+4,936,946,32,,,,
03月11日 星期四,11,+0,,978,+0,58,+0,470,48.06%,+0,450,46.01%,+0,36,3.68%,+0,864,88.34%,+0,77,7.87%,+0,1,0.10%,+0,10,1.02%,+0,11,967,+0,936,946,32,,,,
03月12日 星期五,11,+6,,984,+0,58,+6,476,48.37%,+0,450,45.73%,+0,36,3.66%,+6,870,88.41%,+0,77,7.83%,+0,1,0.10%,+0,10,1.02%,+0,11,973,+6,942,952,32,,,,
03月13日 星期六,11,+0,+17,984,+0,58,+0,476,48.37%,+0,450,45.73%,+0,36,3.66%,+0,870,88.41%,+0,77,7.83%,+0,1,0.10%,+0,10,1.02%,+0,11,973,+0,942,952,32,,,,
03月14日 星期日,12,+1,,985,+0,58,+0,476,48.32%,+1,451,45.79%,+0,36,3.65%,+1,871,88.43%,+0,77,7.82%,+0,1,0.10%,+0,10,1.02%,+0,11,974,+8,950,960,25,,,,
03月15日 星期一,12,+5,,990,+0,58,+4,480,48.48%,+1,452,45.66%,+0,36,3.64%,+5,876,88.48%,+0,77,7.78%,+0,1,0.10%,+0,10,1.01%,+0,11,979,+1,951,961,29,,,,
03月16日 星期二,12,+0,,990,+0,58,+0,480,48.48%,+0,452,45.66%,+0,36,3.64%,+0,876,88.48%,+0,77,7.78%,+0,1,0.10%,+0,10,1.01%,+0,11,979,+0,951,961,29,,,,
03月17日 星期三,12,+0,,990,+0,58,+0,480,48.48%,+0,452,45.66%,+0,36,3.64%,+0,876,88.48%,+0,77,7.78%,+0,1,0.10%,+0,10,1.01%,+0,11,979,+5,956,966,24,,,,
03月18日 星期四,12,+8,,998,+3,61,+3,483,48.40%,+2,454,45.49%,+0,36,3.61%,+8,884,88.58%,+0,77,7.72%,+0,1,0.10%,+0,10,1.00%,+0,11,987,+2,958,968,30,,,,
03月19日 星期五,12,+6,,1004,+0,61,+3,486,48.41%,+3,457,45.52%,+0,36,3.59%,+6,890,88.65%,+0,77,7.67%,+0,1,0.10%,+0,10,1.00%,+0,11,993,+1,959,969,35,,,,
03月20日 星期六,12,+1,+21,1005,+0,61,+1,487,48.46%,+0,457,45.47%,+0,36,3.58%,+1,891,88.66%,+0,77,7.66%,+0,1,0.10%,+0,10,1.00%,+0,11,994,+2,961,971,34,,,,
03月21日 星期日,13,+1,,1006,+0,61,+1,488,48.51%,+0,457,45.43%,+0,36,3.58%,+1,892,88.67%,+0,77,7.65%,+0,1,0.10%,+0,10,0.99%,+0,11,995,+2,963,973,33,,,,
03月22日 星期一,13,+0,,1006,+0,61,+0,488,48.51%,+0,457,45.43%,+0,36,3.58%,+0,892,88.67%,+0,77,7.65%,+0,1,0.10%,+0,10,0.99%,+0,11,995,+0,963,973,33,,,,
03月23日 星期二,13,+1,,1007,+0,61,+1,489,48.56%,+0,457,45.38%,+0,36,3.57%,+1,893,88.68%,+0,77,7.65%,+0,1,0.10%,+0,10,0.99%,+0,11,996,+6,969,979,28,,,,
03月24日 星期三,13,+2,,1009,+0,61,+1,490,48.56%,+1,457,45.39%,+0,36,3.57%,+2,895,88.70%,+0,77,7.63%,+0,1,0.10%,+0,10,0.99%,+0,11,998,+0,969,979,30,,,,
03月25日 星期四,13,+3,,1012,+0,61,+2,492,48.62%,+1,459,45.36%,+0,36,3.56%,+3,898,88.74%,+0,77,7.61%,+0,1,0.10%,+0,10,0.99%,+0,11,1001,+2,971,981,31,,,,
03月26日 星期五,13,+1,,1013,+0,61,+1,493,48.67%,+0,459,45.31%,+0,36,3.55%,+1,899,88.75%,+0,77,7.60%,+0,1,0.10%,+0,10,0.99%,+0,11,1002,+2,973,983,30,,,,
03月27日 星期六,13,+7,+15,1020,+0,61,+7,500,49.02%,+0,459,45.00%,+0,36,3.53%,+7,906,88.82%,+0,77,7.55%,+0,1,0.10%,+0,10,0.98%,+0,11,1009,+5,978,988,32,,,,
03月28日 星期日,14,+2,,1022,+0,61,+1,501,49.02%,+1,460,45.01%,+0,36,3.52%,+2,908,88.85%,+0,77,7.53%,+0,1,0.10%,+0,10,0.98%,+0,11,1011,+1,979,989,33,,,,
03月29日 星期一,14,+1,,1023,+0,61,+1,502,49.07%,+0,460,44.97%,+0,36,3.52%,+1,909,88.86%,+0,77,7.53%,+0,1,0.10%,+0,10,0.98%,+0,11,1012,+0,979,989,34,,,,
03月30日 星期二,14,+1,,1024,+0,61,+0,502,49.02%,+1,461,45.02%,+0,36,3.52%,+1,910,88.87%,+0,77,7.52%,+0,1,0.10%,+0,10,0.98%,+0,11,1013,+2,981,991,33,,,,
03月31日 星期三,14,+6,,1030,+0,61,+5,507,49.22%,+1,462,44.85%,+0,36,3.50%,+6,916,88.93%,+0,77,7.48%,+0,1,0.10%,+0,10,0.97%,+0,11,1019,+0,981,991,39,,,,
04月01日 星期四,14,+6,,1036,+0,61,+3,510,49.23%,+3,465,44.88%,+0,36,3.47%,+6,922,89.00%,+0,77,7.43%,+0,1,0.10%,+0,10,0.97%,+0,11,1025,+2,983,993,43,,,,
04月02日 星期五,14,+3,,1039,+0,61,+3,513,49.37%,+0,465,44.75%,+0,36,3.46%,+3,925,89.03%,+0,77,7.41%,+0,1,0.10%,+0,10,0.96%,+0,11,1028,+4,987,997,42,,,,
04月03日 星期六,14,+6,+25,1045,+0,61,+3,516,49.38%,+3,468,44.78%,+0,36,3.44%,+6,931,89.09%,+0,77,7.37%,+0,1,0.10%,+0,10,0.96%,+0,11,1034,+5,992,1002,43,,,,
04月04日 星期日,15,+2,,1047,+0,61,+2,518,49.47%,+0,468,44.70%,+0,36,3.44%,+2,933,89.11%,+0,77,7.35%,+0,1,0.10%,+0,10,0.96%,+0,11,1036,+5,997,1007,40,,,,
04月05日 星期一,15,+1,,1048,+0,61,+0,518,49.43%,+1,469,44.75%,+0,36,3.44%,+1,934,89.12%,+0,77,7.35%,+0,1,0.10%,+0,10,0.95%,+0,11,1037,+7,1004,1014,34,,,,
04月06日 星期二,15,+2,,1050,+0,61,+2,520,49.52%,+0,469,44.67%,+0,36,3.43%,+2,936,89.14%,+0,77,7.33%,+0,1,0.10%,+0,10,0.95%,+0,11,1039,+0,1004,1014,36,,,,
04月07日 星期三,15,+0,,1050,+0,61,+0,520,49.52%,+0,469,44.67%,+0,36,3.43%,+0,936,89.14%,+0,77,7.33%,+0,1,0.10%,+0,10,0.95%,+0,11,1039,+0,1004,1014,36,,,,
04月08日 星期四,15,+0,,1050,+0,61,+0,520,49.52%,+0,469,44.67%,+0,36,3.43%,+0,936,89.14%,+0,77,7.33%,+0,1,0.10%,+0,10,0.95%,+0,11,1039,+3,1007,1017,33,,,,
04月09日 星期五,15,+4,,1054,+0,61,+2,522,49.53%,+2,471,44.69%,+0,36,3.42%,+4,940,89.18%,+0,77,7.31%,+0,1,0.09%,+1,11,1.04%,+0,11,1043,+11,1018,1029,25,,,,
04月10日 星期六,15,+2,+11,1056,+0,61,+1,523,49.53%,+1,472,44.70%,+0,36,3.41%,+2,942,89.20%,+0,77,7.29%,+0,1,0.09%,+0,11,1.04%,+0,11,1045,+2,1020,1031,25,,,,
04月11日 星期日,16,+1,,1057,+0,61,+0,523,49.48%,+1,473,44.75%,+0,36,3.41%,+1,943,89.21%,+0,77,7.28%,+0,1,0.09%,+0,11,1.04%,+0,11,1046,+2,1022,1033,24,,,,
04月12日 星期一,16,+1,,1058,+0,61,+0,523,49.43%,+1,474,44.80%,+0,36,3.40%,+1,944,89.22%,+0,77,7.28%,+0,1,0.09%,+0,11,1.04%,+0,11,1047,+4,1026,1037,21,,,,
04月13日 星期二,16,+4,,1062,+0,61,+4,527,49.62%,+0,474,44.63%,+0,36,3.39%,+4,948,89.27%,+0,77,7.25%,+0,1,0.09%,+0,11,1.04%,+0,11,1051,+1,1027,1038,24,,,,
04月14日 星期三,16,+5,,1067,+0,61,+4,531,49.77%,+1,475,44.52%,+0,36,3.37%,+5,953,89.32%,+0,77,7.22%,+0,1,0.09%,+0,11,1.03%,+0,11,1056,+2,1029,1040,27,,,,
04月15日 星期四,16,+1,,1068,+0,61,+0,531,49.72%,+1,476,44.57%,+0,36,3.37%,+1,954,89.33%,+0,77,7.21%,+0,1,0.09%,+0,11,1.03%,+0,11,1057,+2,1031,1042,26,,,,
04月16日 星期五,16,+2,,1070,+0,61,+2,533,49.81%,+0,476,44.49%,+0,36,3.36%,+2,956,89.35%,+0,77,7.20%,+0,1,0.09%,+0,11,1.03%,+0,11,1059,+1,1032,1043,27,,,,
04月17日 星期六,16,+2,+16,1072,+0,61,+2,535,49.91%,+0,476,44.40%,+0,36,3.36%,+2,958,89.37%,+0,77,7.18%,+0,1,0.09%,+0,11,1.03%,+0,11,1061,+1,1033,1044,28,,,,
04月18日 星期日,17,+1,,1073,+0,61,+1,536,49.95%,+0,476,44.36%,+0,36,3.36%,+1,959,89.38%,+0,77,7.18%,+0,1,0.09%,+0,11,1.03%,+0,11,1062,+0,1033,1044,29,,,,
04月19日 星期一,17,+3,,1076,+0,61,+1,537,49.91%,+2,478,44.42%,+0,36,3.35%,+3,962,89.41%,+0,77,7.16%,+0,1,0.09%,+0,11,1.02%,+0,11,1065,+1,1034,1045,31,,,,
04月20日 星期二,17,+2,,1078,+0,61,+2,539,50.00%,+0,478,44.34%,+0,36,3.34%,+0,962,89.24%,+0,77,7.14%,+2,3,0.28%,+0,11,1.02%,+2,13,1065,+4,1038,1049,29,,,,
04月21日 星期三,17,+4,,1082,+0,61,+2,541,50.00%,+2,480,44.36%,+0,36,3.33%,+4,966,89.28%,+0,77,7.12%,+0,3,0.28%,+1,12,1.11%,+0,13,1069,+0,1038,1050,32,,,,
04月22日 星期四,17,+4,,1086,+0,61,+1,542,49.91%,+3,483,44.48%,+0,36,3.31%,+4,970,89.32%,+0,77,7.09%,+0,3,0.28%,+0,12,1.10%,+0,13,1073,+3,1041,1053,33,,,,
04月23日 星期五,17,+4,,1090,+0,61,+4,546,50.09%,+0,483,44.31%,+0,36,3.30%,+2,972,89.17%,+1,78,7.16%,+1,4,0.37%,+0,12,1.10%,+1,14,1076,+3,1044,1056,34,,,,
04月24日 星期六,17,+7,+25,1097,+0,61,+6,552,50.32%,+1,484,44.12%,+0,36,3.28%,+6,978,89.15%,+0,78,7.11%,+1,5,0.46%,+0,12,1.09%,+1,15,1082,+1,1045,1057,40,,,,
04月25日 星期日,18,+3,,1100,+0,61,+3,555,50.45%,+0,484,44.00%,+0,36,3.27%,+1,979,89.00%,+0,78,7.09%,+2,7,0.64%,+0,12,1.09%,+2,17,1083,+0,1045,1057,43,,,,
04月26日 星期一,18,+4,,1104,+0,61,+4,559,50.63%,+0,484,43.84%,+0,36,3.26%,+2,981,88.86%,+0,78,7.07%,+2,9,0.82%,+0,12,1.09%,+2,19,1085,+1,1046,1058,46,,,,
04月27日 星期二,18,+6,,1110,+0,61,+3,562,50.63%,+3,487,43.87%,+0,36,3.24%,+5,986,88.83%,+1,79,7.12%,+0,9,0.81%,+0,12,1.08%,+0,19,1091,+4,1050,1062,48,,,,
04月28日 星期三,18,+6,,1116,+0,61,+4,566,50.72%,+2,489,43.82%,+0,36,3.23%,+3,989,88.62%,+3,82,7.35%,+0,9,0.81%,+0,12,1.08%,+0,19,1097,+0,1050,1062,54,,,,
04月29日 星期四,18,+5,,1121,+0,61,+3,569,50.76%,+2,491,43.80%,+0,36,3.21%,+2,991,88.40%,+2,84,7.49%,+1,10,0.89%,+0,12,1.07%,+1,20,1101,+1,1051,1063,58,,,,
04月30日 星期五,18,+7,,1128,+0,61,+5,574,50.89%,+2,493,43.71%,+0,36,3.19%,+4,995,88.21%,+3,87,7.71%,+0,10,0.89%,+0,12,1.06%,+0,20,1108,+2,1053,1065,63,,,,
05月01日 星期六,18,+4,+35,1132,+0,61,+4,578,51.06%,+0,493,43.55%,+0,36,3.18%,+3,998,88.16%,+1,88,7.77%,+0,10,0.88%,+0,12,1.06%,+0,20,1112,+0,1053,1065,67,,,,
05月02日 星期日,19,+5,,1137,+0,61,+3,581,51.10%,+2,495,43.54%,+0,36,3.17%,+1,999,87.86%,+4,92,8.09%,+0,10,0.88%,+0,12,1.06%,+0,20,1117,+2,1055,1067,70,,,,
05月03日 星期一,19,+8,,1145,+0,61,+6,587,51.27%,+2,497,43.41%,+0,36,3.14%,+6,1005,87.77%,+2,94,8.21%,+0,10,0.87%,+0,12,1.05%,+0,20,1125,+3,1058,1070,75,,,,
05月04日 星期二,19,+8,,1153,+0,61,+7,594,51.52%,+1,498,43.19%,+0,36,3.12%,+6,1011,87.68%,+0,94,8.15%,+2,12,1.04%,+0,12,1.04%,+2,22,1131,+9,1067,1079,74,,,,
05月05日 星期三,19,+7,,1160,+0,61,+5,599,51.64%,+2,500,43.10%,+0,36,3.10%,+7,1018,87.76%,+0,94,8.10%,+0,12,1.03%,+0,12,1.03%,+0,22,1138,+7,1074,1086,74,,,,
05月06日 星期四,19,+13,,1173,+5,66,+4,603,51.41%,+4,504,42.97%,+0,36,3.07%,+12,1030,87.81%,+1,95,8.10%,+0,12,1.02%,+0,12,1.02%,+0,22,1151,+1,1075,1087,86,,,,
05月07日 星期五,19,+5,,1178,+0,66,+3,606,51.44%,+2,506,42.95%,+0,36,3.06%,+5,1035,87.86%,+0,95,8.06%,+0,12,1.02%,+0,12,1.02%,+0,22,1156,+2,1077,1089,89,,,,
05月08日 星期六,19,+5,+51,1183,+0,66,+3,609,51.48%,+2,508,42.94%,+0,36,3.04%,+3,1038,87.74%,+1,96,8.11%,+1,13,1.10%,+0,12,1.01%,+1,23,1160,+5,1082,1094,89,,,,
05月09日 星期日,20,+1,,1184,+0,66,+0,609,51.44%,+1,509,42.99%,+0,36,3.04%,+1,1039,87.75%,+0,96,8.11%,+0,13,1.10%,+0,12,1.01%,+0,23,1161,+7,1089,1101,83,,,,
05月10日 星期一,20,+15,,1199,+0,66,+12,621,51.79%,+3,512,42.70%,+0,36,3.00%,+11,1050,87.57%,+3,99,8.26%,+1,14,1.17%,+0,12,1.00%,+1,24,1175,+0,1089,1101,98,,,,
05月11日 星期二,20,+11,,1210,+0,66,+4,625,51.65%,+7,519,42.89%,+0,36,2.98%,+4,1054,87.11%,+7,106,8.76%,+0,14,1.16%,+0,12,0.99%,+0,24,1186,+4,1093,1105,105,,,,
05月12日 星期三,20,+21,,1231,+10,76,+4,629,51.10%,+7,526,42.73%,+0,36,2.92%,+4,1058,85.95%,+16,122,9.91%,+1,15,1.22%,+0,12,0.97%,+1,25,1206,+4,1097,1109,122,,,,
05月13日 星期四,20,+25,,1256,+13,89,+8,637,50.72%,+4,530,42.20%,+0,36,2.87%,+12,1070,85.19%,+13,135,10.75%,+0,15,1.19%,+0,12,0.96%,+0,25,1231,+5,1102,1114,142,,,,
05月14日 星期五,20,+35,,1291,+0,89,+16,653,50.58%,+18,548,42.45%,+0,36,2.79%,+5,1075,83.27%,+29,164,12.70%,+0,15,1.16%,+0,12,0.93%,+0,25,1266,+5,1107,1119,172,,,,
05月15日 星期六,20,+190,+298,1481,+158,247,+17,670,45.24%,+10,558,37.68%,+0,36,2.43%,+5,1080,72.92%,+180,344,23.23%,+0,15,1.01%,+0,12,0.81%,+0,25,1456,+9,1116,1128,353,68男112女,,,
05月16日 星期日,21,+282,,1763,+186,433,+14,684,38.80%,+4,562,31.88%,+0,36,2.04%,+1,1081,61.32%,+242,586,33.24%,+0,15,0.85%,+0,12,0.68%,+0,25,1738,+0,1116,1128,635,90男116女,,,
05月17日 星期一,21,+536,,2299,+302,735,+17,701,30.49%,+15,577,25.10%,+0,36,1.57%,+2,1083,47.11%,+405,991,43.11%,+0,15,0.65%,+3,15,0.65%,+0,25,2274,+7,1123,1138,1161,144男189女,,,
05月18日 星期二,21,+459,,2758,+212,947,+21,722,26.18%,+10,587,21.28%,+0,36,1.31%,+5,1088,39.45%,+323,1314,47.64%,+0,15,0.54%,+0,15,0.54%,+0,25,2733,+4,1127,1142,1616,112男128女,,,
05月19日 星期三,21,+533,,3291,+228,1175,+24,746,22.67%,+21,608,18.47%,+0,36,1.09%,+8,1096,33.30%,+357,1671,50.77%,+0,15,0.46%,+2,17,0.52%,+0,25,3266,+6,1133,1150,2141,127男140女,,,
05月20日 星期四,21,+481,,3772,+238,1413,+39,785,20.81%,+16,624,16.54%,+0,36,0.95%,+9,1105,29.29%,+358,2029,53.79%,+0,15,0.40%,+6,23,0.61%,+0,25,3747,+0,1133,1156,2616,155男131女,,,
05月21日 星期五,21,+434,,4206,+259,1672,+40,825,19.61%,+15,639,15.19%,+0,36,0.86%,+3,1108,26.34%,+348,2377,56.51%,+0,15,0.36%,+8,31,0.74%,+0,25,4181,+0,1133,1164,3042,170男142女,,,
05月22日 星期六,21,+474,+3199,4680,+639,2311,+53,878,18.76%,+30,669,14.29%,+0,36,0.77%,+2,1110,23.72%,+320,2697,57.63%,+0,15,0.32%,+7,38,0.81%,+0,25,4655,+0,1133,1171,3509,185男215/162男159女,,,
05月23日 星期日,22,+487,,5167,+372,2683,+43,921,17.82%,+38,707,13.68%,+0,36,0.70%,+3,1113,21.54%,+450,3147,60.91%,+0,15,0.29%,+10,48,0.93%,+0,25,5142,+0,1133,1181,3987,138男149女/84男86女,,,
05月24日 星期一,22,+506,,5673,+506,3189,+56,977,17.22%,+32,739,13.03%,+0,36,0.63%,+5,1118,19.71%,+589,3736,65.86%,+0,15,0.26%,+15,63,1.11%,+0,25,5648,+0,1133,1196,4478,157男177女/157男99女,,,
05月25日 星期二,22,+500,,6173,+452,3641,+55,1032,16.72%,+36,775,12.55%,+0,36,0.58%,+2,1120,18.14%,+541,4277,69.29%,+0,15,0.24%,+14,77,1.25%,+0,25,6148,+0,1133,1210,4964,,,,
05月26日 星期三,22,+533,,6706,+549,4190,+47,1079,16.09%,+38,813,12.12%,+0,36,0.54%,+2,1122,16.73%,+632,4909,73.20%,+0,15,0.22%,+16,93,1.39%,+0,25,6681,+0,1133,1226,5482,,,,
05月27日 星期四,22,+531,,7237,+540,4730,+63,1142,15.78%,+66,879,12.15%,+0,36,0.50%,+4,1126,15.56%,+665,5574,77.02%,+0,15,0.21%,+21,114,1.58%,+0,25,7212,+0,1133,1247,5992,,,,
05月28日 星期五,22,+414,,7651,+481,5211,+41,1183,15.46%,+32,911,11.91%,+0,36,0.47%,+2,1128,14.74%,+552,6126,80.07%,+0,15,0.20%,+20,134,1.75%,+0,25,7626,+0,1133,1267,6387,,,,
05月29日 星期六,22,+419,+3391,8070,+376,5587,+61,1244,15.42%,+53,964,11.95%,+0,36,0.45%,+7,1135,14.06%,+483,6609,81.90%,+0,15,0.19%,+21,155,1.92%,+0,25,8045,+0,1133,1288,6785,,,,
05月30日 星期日,23,+425,,8495,+294,5881,+24,1268,14.93%,+37,1001,11.78%,+0,36,0.42%,+0,1135,13.36%,+355,6964,81.98%,+0,15,0.18%,+21,176,2.07%,+0,25,8470,+0,1133,1309,7189,,,,
05月31日 星期一,23,+398,,8893,+308,6189,+19,1287,14.47%,+23,1024,11.51%,+0,36,0.40%,+4,1139,12.81%,+346,7310,82.20%,+0,15,0.17%,+40,216,2.43%,+0,25,8868,+0,1133,1349,7547,,,,
06月01日 星期二,23,+336,,9229,+263,6452,+38,1325,14.36%,+30,1054,11.42%,+0,36,0.39%,+4,1143,12.38%,+327,7637,82.75%,+0,15,0.16%,+22,238,2.58%,+0,25,9204,+0,1133,1371,7861,,,,
06月02日 星期三,23,+485,,9714,+458,6910,+47,1372,14.12%,+41,1095,11.27%,+0,36,0.37%,+0,1143,11.77%,+546,8183,84.24%,+0,15,0.15%,+28,266,2.74%,+0,25,9689,+0,1133,1399,8319,,,,
06月03日 星期四,23,+412,,10126,+526,7436,+32,1404,13.87%,+21,1116,11.02%,+0,36,0.36%,+2,1145,11.31%,+577,8760,86.51%,+0,15,0.15%,+23,289,2.85%,+0,25,10101,+0,1133,1422,8710,,,,
06月04日 星期五,23,+332,,10458,+412,7848,+20,1424,13.62%,+27,1143,10.93%,+0,36,0.34%,+2,1147,10.97%,+457,9217,88.13%,+0,15,0.14%,+29,318,3.04%,+0,25,10433,+0,1133,1451,9014,,,,
06月05日 星期六,23,+469,+2861,10927,+437,8285,+38,1462,13.38%,+29,1172,10.73%,+0,36,0.33%,+0,1147,10.50%,+504,9721,88.96%,+0,15,0.14%,+17,335,3.07%,+0,25,10902,+0,1133,1468,9466,,,,
06月06日 星期日,24,+313,,11240,+281,8566,+21,1483,13.19%,+19,1191,10.60%,+0,36,0.32%,+0,1147,10.20%,+321,10042,89.34%,+0,15,0.13%,+27,362,3.22%,+0,25,11215,+0,1133,1495,9752,,,,
06月07日 星期一,24,+204,,11444,+178,8744,+13,1496,13.07%,+13,1204,10.52%,+0,36,0.31%,+3,1150,10.05%,+201,10243,89.51%,+0,15,0.13%,+34,396,3.46%,+0,25,11419,+0,1133,1529,9922,,,,
06月08日 星期二,24,+219,,11663,+192,8936,+18,1514,12.98%,+9,1213,10.40%,+0,36,0.31%,+0,1150,9.86%,+219,10462,89.70%,+0,15,0.13%,+19,415,3.56%,+0,25,11638,+0,1133,1548,10122,,,,
06月09日 星期三,24,+273,,11936,+235,9171,+19,1533,12.84%,+19,1232,10.32%,+0,36,0.30%,+1,1151,9.64%,+272,10734,89.93%,+0,15,0.13%,+25,440,3.69%,+0,25,11911,+0,1133,1573,10370,,,,
06月10日 星期四,24,+265,,12201,+229,9400,+20,1553,12.73%,+16,1248,10.23%,+0,36,0.30%,+3,1154,9.46%,+262,10996,90.12%,+0,15,0.12%,+14,454,3.72%,+0,25,12176,+0,1133,1587,10621,,,,
06月11日 星期五,24,+286,,12487,+242,9642,+26,1579,12.65%,+18,1266,10.14%,+0,36,0.29%,+1,1155,9.25%,+285,11281,90.34%,+0,15,0.12%,+14,468,3.75%,+0,25,12462,+0,1133,1601,10894,,,,
06月12日 星期六,24,+250,+1810,12737,+209,9851,+12,1591,12.49%,+29,1295,10.17%,+0,36,0.28%,+1,1156,9.08%,+249,11530,90.52%,+0,15,0.12%,+20,488,3.83%,+0,25,12712,+0,1133,1621,11126,,,,
06月13日 星期日,25,+175,,12912,+158,10009,+9,1600,12.39%,+8,1303,10.09%,+0,36,0.28%,+1,1157,8.96%,+174,11704,90.64%,+0,15,0.12%,+20,508,3.93%,+0,25,12887,+0,1133,1641,11282,,,,
06月14日 星期一,25,+184,,13096,+145,10154,+16,1616,12.34%,+23,1326,10.13%,+0,36,0.27%,+0,1157,8.83%,+184,11888,90.78%,+0,15,0.11%,+21,529,4.04%,+0,25,13071,+5802,6935,7464,5645,5802解隔離/11547,,,
06月15日 星期二,25,+135,,13231,+109,10263,+14,1630,12.32%,+12,1338,10.11%,+0,36,0.27%,+3,1160,8.77%,+132,12020,90.85%,+0,15,0.11%,+17,546,4.13%,+0,25,13206,+386,7321,7867,5377,6188/11722,,,
06月16日 星期三,25,+169,,13400,+140,10403,+19,1649,12.31%,+10,1348,10.06%,+0,36,0.27%,+3,1163,8.68%,+166,12186,90.94%,+0,15,0.11%,+14,560,4.18%,+0,25,13375,+185,7506,8066,5347,6373/11907,,,
06月17日 星期四,25,+175,,13575,+145,10548,+16,1665,12.27%,+14,1362,10.03%,+0,36,0.27%,+0,1163,8.57%,+175,12361,91.06%,+0,15,0.11%,+11,571,4.21%,+0,25,13550,+358,7864,8435,5155,6731/12042,,,
06月18日 星期五,25,+186,,13761,+165,10713,+10,1675,12.17%,+11,1373,9.98%,+0,36,0.26%,+1,1164,8.46%,+185,12546,91.17%,+0,15,0.11%,+14,585,4.25%,+0,25,13736,+142,8006,8591,5185,6873/12210,,,
06月19日 星期六,25,+128,+1153,13889,+114,10827,+9,1684,12.12%,+5,1378,9.92%,+0,36,0.26%,+1,1165,8.39%,+127,12673,91.24%,+0,15,0.11%,+14,599,4.31%,+0,25,13864,+316,8322,8921,4983,7189/12385,,,
06月20日 星期日,26,+109,,13998,+78,10905,+14,1698,12.13%,+17,1395,9.97%,+0,36,0.26%,+2,1167,8.34%,+107,12780,91.30%,+0,15,0.11%,+10,609,4.35%,+0,25,13973,+307,8629,9238,4775,7496/12572,,,
06月21日 星期一,26,+74,,14072,+60,10965,+8,1706,12.12%,+6,1401,9.96%,+0,36,0.26%,+0,1167,8.29%,+74,12854,91.34%,+0,15,0.11%,+10,619,4.40%,+0,25,14047,+38,8667,9286,4803,7534/12697,,,
06月22日 星期二,26,+78,,14150,+70,11035,+3,1709,12.08%,+5,1406,9.94%,+0,36,0.25%,+1,1168,8.25%,+77,12931,91.39%,+0,15,0.11%,+6,625,4.42%,+0,25,14125,+553,9220,9845,4322,8087/12806,,,
06月23日 星期三,26,+104,,14254,+75,11110,+15,1724,12.09%,+14,1420,9.96%,+0,36,0.25%,+0,1168,8.19%,+104,13035,91.45%,+0,15,0.11%,+9,634,4.45%,+0,25,14229,+954,10174,10808,3463,9041/12879,,,
06月24日 星期四,26,+130,,14384,+93,11203,+21,1745,12.13%,+16,1436,9.98%,+0,36,0.25%,+1,1169,8.13%,+129,13164,91.52%,+0,15,0.10%,+7,641,4.46%,+0,25,14359,+247,10421,11062,3339,9288/12958,,,
06月25日 星期五,26,+76,,14460,+58,11261,+10,1755,12.14%,+8,1444,9.99%,+0,36,0.25%,+0,1169,8.08%,+76,13240,91.56%,+0,15,0.10%,+6,647,4.47%,+0,25,14435,+362,10783,11430,3051,9650/13061,,,
06月26日 星期六,26,+80,+651,14540,+69,11330,+3,1758,12.09%,+8,1452,9.99%,+0,36,0.25%,+2,1171,8.05%,+78,13318,91.60%,+0,15,0.10%,+12,659,4.53%,+0,25,14515,+266,11049,11708,2864,9916/13190,,,
06月27日 星期日,27,+89,,14629,+73,11403,+9,1767,12.08%,+7,1459,9.97%,+0,36,0.25%,+1,1172,8.01%,+88,13406,91.64%,+0,15,0.10%,+6,665,4.55%,+0,25,14604,+0,11049,11714,2953,,,,
06月28日 星期一,27,+59,,14688,+55,11458,+1,1768,12.04%,+3,1462,9.95%,+0,36,0.25%,+1,1173,7.99%,+58,13464,91.67%,+0,15,0.10%,+10,675,4.60%,+0,25,14663,+0,11049,11724,2964,,,,
06月29日 星期二,27,+54,,14742,+44,11502,+4,1772,12.02%,+6,1468,9.96%,+0,36,0.24%,+0,1173,7.96%,+54,13518,91.70%,+0,15,0.10%,+8,683,4.63%,+0,25,14717,+170,11219,11902,2840,10086/13435,,,
